epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,18.1294,1.11036,2.318,1.1093,0.32921,0.73871,0.32023,0.17009,1.52168,2.47718,1.62228,0.00065812,0.00065812,0.00065812
2,35.9779,1.18137,0.84494,1.11279,0.40393,0.36851,0.27422,0.13839,2.47517,4.31605,5.27045,0.00131167,0.00131167,0.00131167
3,53.3595,1.2201,0.82291,1.12958,0.39988,0.25087,0.214,0.12437,1.81754,4.40292,1.71566,0.00195202,0.00195202,0.00195202
4,70.6354,1.16338,0.74799,1.09919,0.6104,0.53287,0.53129,0.28942,1.75541,2.20228,1.50356,0.0019406,0.0019406,0.0019406
5,87.9437,1.17876,0.73469,1.11804,0.84949,0.89837,0.91759,0.56258,1.31361,1.06763,1.20985,0.0019208,0.0019208,0.0019208
6,105.548,1.12701,0.69565,1.08972,0.78831,0.76471,0.77679,0.44341,nan,nan,nan,0.001901,0.001901,0.001901
7,123.044,1.12899,0.66388,1.08658,0.89281,0.89341,0.91589,0.55743,1.27507,0.86673,1.19576,0.0018812,0.0018812,0.0018812
8,140.645,1.08808,0.64038,1.07572,0.90644,0.90484,0.94215,0.58804,1.26289,0.83915,1.17014,0.0018614,0.0018614,0.0018614
9,158.311,1.07548,0.60791,1.05785,0.85641,0.93898,0.92749,0.59567,1.20856,0.70965,1.12705,0.0018416,0.0018416,0.0018416
10,175.887,1.06347,0.60247,1.05911,0.86105,0.93275,0.92971,0.60376,1.22165,0.69442,1.14796,0.0018218,0.0018218,0.0018218
11,193.677,1.03357,0.58976,1.03355,0.87252,0.90484,0.90701,0.58392,1.21465,0.9384,1.14852,0.001802,0.001802,0.001802
12,211.232,1.03207,0.57338,1.04589,0.92593,0.93001,0.94423,0.61727,1.20855,0.679,1.12406,0.0017822,0.0017822,0.0017822
13,228.907,1.03957,0.56376,1.03976,0.92417,0.93426,0.94795,0.59736,1.27678,0.74211,1.18234,0.0017624,0.0017624,0.0017624
14,246.336,1.02097,0.5594,1.02708,0.94332,0.91696,0.95517,0.61255,1.24299,0.65791,1.16188,0.0017426,0.0017426,0.0017426
15,263.792,1.02262,0.54923,1.04252,0.92852,0.92907,0.9564,0.63793,1.14796,0.64352,1.08267,0.0017228,0.0017228,0.0017228
16,281.28,0.9887,0.54204,1.02785,0.89997,0.94464,0.96088,0.63827,1.12319,0.68595,1.06905,0.001703,0.001703,0.001703
17,298.758,0.99848,0.5314,1.02536,0.93279,0.94464,0.95985,0.63858,1.15587,0.61708,1.10752,0.0016832,0.0016832,0.0016832
18,316.236,0.97275,0.52891,1.02233,0.97063,0.9654,0.98318,0.65446,1.11333,0.56605,1.06998,0.0016634,0.0016634,0.0016634
19,333.727,0.99602,0.52433,1.02682,0.94179,0.95179,0.96946,0.64018,1.12804,0.62127,1.08985,0.0016436,0.0016436,0.0016436
20,351.376,0.97756,0.51484,1.01248,0.95227,0.95329,0.96142,0.64976,1.14948,0.58351,1.08787,0.0016238,0.0016238,0.0016238
21,369.043,0.96105,0.51588,1.01273,0.94272,0.9654,0.97543,0.65078,1.12328,0.56367,1.09657,0.001604,0.001604,0.001604
22,386.467,0.96895,0.50635,1.02121,0.94969,0.94702,0.97182,0.65965,1.10603,0.61425,1.08421,0.0015842,0.0015842,0.0015842
23,403.977,0.98357,0.50673,1.01665,0.93594,0.96058,0.97453,0.65994,1.09456,0.56633,1.05269,0.0015644,0.0015644,0.0015644
24,421.568,0.95417,0.49555,1.01005,0.94681,0.9481,0.96167,0.65419,1.11891,0.65401,1.0772,0.0015446,0.0015446,0.0015446
25,439.348,0.94813,0.49595,1.00995,0.93333,0.96194,0.96956,0.65278,1.12451,0.63519,1.07172,0.0015248,0.0015248,0.0015248
26,456.915,0.94457,0.49232,1.002,0.95643,0.97405,0.98159,0.65947,1.09678,0.54466,1.05519,0.001505,0.001505,0.001505
27,474.622,0.93758,0.48205,1.00664,0.9372,0.94291,0.96853,0.66225,1.06725,0.62191,1.05002,0.0014852,0.0014852,0.0014852
28,492.249,0.92295,0.48792,0.99247,0.95779,0.94209,0.96114,0.64576,1.1471,0.64611,1.09972,0.0014654,0.0014654,0.0014654
29,509.743,0.93288,0.47462,0.99682,0.96478,0.94781,0.96464,0.66144,1.11454,0.64297,1.07377,0.0014456,0.0014456,0.0014456
30,527.225,0.92009,0.47218,0.99419,0.95819,0.95675,0.97257,0.67466,1.0968,0.56036,1.0522,0.0014258,0.0014258,0.0014258
31,544.925,0.91662,0.47044,0.98938,0.95993,0.95318,0.97415,0.67089,1.10096,0.55244,1.04256,0.001406,0.001406,0.001406
32,562.43,0.93155,0.4658,0.98982,0.95083,0.97232,0.97401,0.66934,1.11926,0.52756,1.07587,0.0013862,0.0013862,0.0013862
33,579.93,0.91007,0.46214,0.98499,0.96837,0.95675,0.97536,0.68016,1.05395,0.54274,1.03244,0.0013664,0.0013664,0.0013664
34,597.517,0.91177,0.45127,0.98051,0.96109,0.94637,0.96626,0.6534,1.08472,0.6386,1.05958,0.0013466,0.0013466,0.0013466
