epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,9.5519,1.10915,1.96197,1.06489,0.57075,0.30277,0.38895,0.24289,1.54006,3.94134,1.41826,0.000651852,0.000651852,0.000651852
2,18.5926,1.11881,0.7719,1.03614,0.19127,0.6782,0.17727,0.09631,1.41737,6.4909,1.47877,0.00130547,0.00130547,0.00130547
3,27.2852,1.1844,0.75418,1.06155,0.44642,0.28201,0.28441,0.14923,1.79049,5.00267,1.66347,0.00194588,0.00194588,0.00194588
4,35.9393,1.15913,0.73872,1.06163,0.42632,0.77855,0.48609,0.29173,1.32138,3.36701,1.40292,0.0019406,0.0019406,0.0019406
5,44.6491,1.13918,0.69,1.06827,0.81144,0.72837,0.8167,0.47203,1.60228,2.20298,1.5069,0.0019208,0.0019208,0.0019208
6,53.4021,1.11541,0.66854,1.05034,0.78407,0.82297,0.8064,0.49019,1.39144,2.11415,1.34725,0.001901,0.001901,0.001901
7,61.9772,1.09238,0.63414,1.03353,0.82606,0.64908,0.65001,0.40427,nan,nan,nan,0.0018812,0.0018812,0.0018812
8,70.8152,1.07832,0.611,1.0242,0.89389,0.78893,0.85013,0.50821,1.43517,1.18588,1.34791,0.0018614,0.0018614,0.0018614
9,79.3871,1.07014,0.60279,1.02298,0.88012,0.88062,0.88964,0.55659,1.23241,0.76061,1.16928,0.0018416,0.0018416,0.0018416
10,88.0808,1.05299,0.57628,1.01907,0.88088,0.84948,0.8968,0.52163,1.34171,0.89069,1.23135,0.0018218,0.0018218,0.0018218
11,96.7351,1.02837,0.56832,1.00549,0.89699,0.89965,0.91593,0.57317,1.24532,0.70389,1.18389,0.001802,0.001802,0.001802
12,105.391,0.99238,0.54579,1.00245,0.92544,0.90484,0.94746,0.59904,1.1822,0.66194,1.15125,0.0017822,0.0017822,0.0017822
13,114.074,1.00034,0.55205,0.99631,0.9247,0.88408,0.92804,0.57074,1.175,0.67607,1.14351,0.0017624,0.0017624,0.0017624
14,122.929,0.99521,0.53339,0.98948,0.93815,0.93426,0.95236,0.62098,1.05691,0.59324,1.06807,0.0017426,0.0017426,0.0017426
15,131.687,0.97691,0.53215,0.98042,0.93991,0.89273,0.9231,0.57381,1.22535,1.11448,1.16076,0.0017228,0.0017228,0.0017228
16,140.437,0.97634,0.535,0.99771,0.91421,0.88754,0.91781,0.61053,1.25752,1.05761,1.21377,0.001703,0.001703,0.001703
17,149.202,0.98691,0.52254,0.99685,0.94113,0.91277,0.93814,0.6053,1.29844,1.02551,1.28975,0.0016832,0.0016832,0.0016832
18,157.901,0.94835,0.51884,0.98165,0.95225,0.89704,0.93747,0.61267,1.3101,1.07766,1.26906,0.0016634,0.0016634,0.0016634
19,166.721,0.94402,0.49614,0.97641,0.92391,0.94537,0.96478,0.62525,1.09089,0.59909,1.10042,0.0016436,0.0016436,0.0016436
20,175.48,0.92847,0.49034,0.97249,0.93033,0.94118,0.95829,0.63705,1.05845,0.58519,1.07192,0.0016238,0.0016238,0.0016238
21,184.196,0.93953,0.49719,0.97638,0.93032,0.92561,0.96223,0.63683,1.03942,0.63237,1.0788,0.001604,0.001604,0.001604
22,192.933,0.90358,0.4773,0.96128,0.93353,0.9476,0.9717,0.65522,1.0195,0.52645,1.05669,0.0015842,0.0015842,0.0015842
23,201.588,0.91245,0.48375,0.97086,0.94486,0.94877,0.96423,0.64117,1.06411,0.58414,1.08156,0.0015644,0.0015644,0.0015644
24,210.27,0.93333,0.49384,0.96452,0.9369,0.93945,0.96125,0.63918,1.09943,0.56245,1.08908,0.0015446,0.0015446,0.0015446
25,219.043,0.93232,0.48201,0.97717,0.94601,0.93968,0.96523,0.64277,1.09487,0.57137,1.09068,0.0015248,0.0015248,0.0015248
