epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
38,421.72,0.9878,0.47822,0.99496,0.95324,0.95571,0.97334,0.70311,0.97325,0.51574,1.01582,0.0005348,0.0005348,0.0005348
39,432.564,0.99708,0.47855,1.00144,0.94879,0.95009,0.97016,0.69941,0.97355,0.50589,1.01709,0.0004952,0.0004952,0.0004952
40,443.661,0.98879,0.47089,1.0024,0.95609,0.95804,0.9779,0.70732,0.96912,0.49577,1.01842,0.0004556,0.0004556,0.0004556
41,469.155,0.99759,0.45055,1.0025,0.94801,0.9627,0.97493,0.68912,0.98615,0.52568,1.02476,0.000416,0.000416,0.000416
42,479.847,1.00585,0.44413,0.99858,0.94749,0.96743,0.97448,0.69778,0.97961,0.50588,1.0127,0.0003764,0.0003764,0.0003764
43,490.81,0.9915,0.43862,0.99991,0.94806,0.97854,0.97862,0.70762,0.94849,0.47218,0.99735,0.0003368,0.0003368,0.0003368
44,501.589,0.9906,0.42443,1.00407,0.96731,0.96563,0.97895,0.70188,0.96193,0.48916,1.0124,0.0002972,0.0002972,0.0002972
45,512.391,0.97977,0.43257,0.98842,0.94446,0.96737,0.97425,0.70837,0.97288,0.4915,1.02453,0.0002576,0.0002576,0.0002576
46,523.24,0.9699,0.42683,0.99319,0.95474,0.9627,0.97858,0.7101,0.94462,0.47153,1.00574,0.000218,0.000218,0.000218
47,534.007,0.97373,0.42668,0.99161,0.94904,0.95804,0.97597,0.71586,0.92872,0.46387,1.0028,0.0001784,0.0001784,0.0001784
48,544.585,0.96419,0.41876,0.98844,0.95827,0.95338,0.97838,0.72016,0.92563,0.46017,1.00031,0.0001388,0.0001388,0.0001388
49,555.304,0.9399,0.4106,0.9744,0.94489,0.96737,0.97512,0.72303,0.92941,0.45276,1.00221,9.92e-05,9.92e-05,9.92e-05
50,566.058,0.9512,0.40926,0.97374,0.95183,0.96727,0.97483,0.71967,0.92121,0.45323,0.99494,5.96e-05,5.96e-05,5.96e-05
