epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.1227,1.2794,1.51007,1.03161,0.74779,0.72569,0.77133,0.47676,1.28109,1.5041,1.07128,0.000661333,0.000661333,0.000661333
2,19.1422,1.29281,0.98217,1.05657,0.83097,0.86014,0.84804,0.49303,1.30989,1.16727,1.10787,0.00130171,0.00130171,0.00130171
3,27.9643,1.29261,0.92645,1.05689,0.87672,0.86713,0.89614,0.54673,1.34451,0.97785,1.18515,0.00191568,0.00191568,0.00191568
4,37.1709,1.27689,0.85271,1.06789,0.9073,0.86698,0.91377,0.55608,1.27012,0.86361,1.14407,0.0018812,0.0018812,0.0018812
5,46.0338,1.27168,0.77606,1.04876,0.93797,0.88126,0.93057,0.58894,1.20122,0.76075,1.10205,0.0018416,0.0018416,0.0018416
6,54.7899,1.23896,0.73264,1.04834,0.93193,0.90676,0.94748,0.59357,1.24005,0.74754,1.10706,0.001802,0.001802,0.001802
7,63.8666,1.2158,0.71247,1.02339,0.90698,0.90917,0.93404,0.59218,1.2067,0.75031,1.06469,0.0017624,0.0017624,0.0017624
8,73.086,1.21843,0.70457,1.01843,0.93249,0.86934,0.93027,0.59542,1.21287,0.73338,1.08675,0.0017228,0.0017228,0.0017228
9,82.2788,1.17133,0.66423,1.01242,0.9123,0.92147,0.94498,0.60085,1.15164,0.71766,1.05037,0.0016832,0.0016832,0.0016832
10,91.2191,1.18737,0.65297,1.01628,0.93957,0.90909,0.95103,0.62706,1.15228,0.65967,1.06916,0.0016436,0.0016436,0.0016436
11,100.251,1.13675,0.61972,1.01246,0.92873,0.91375,0.95097,0.62741,1.10359,0.62216,1.0468,0.001604,0.001604,0.001604
12,109.281,1.1347,0.61447,1.00199,0.89502,0.91414,0.92616,0.57332,1.21004,0.68516,1.11137,0.0015644,0.0015644,0.0015644
13,118.178,1.12369,0.62248,1.0064,0.93681,0.93303,0.95378,0.61435,1.14164,0.63839,1.08815,0.0015248,0.0015248,0.0015248
14,126.813,1.11875,0.59628,0.98946,0.9322,0.92951,0.95094,0.6226,1.17738,0.62024,1.09421,0.0014852,0.0014852,0.0014852
15,135.602,1.12584,0.59057,0.99148,0.93738,0.92075,0.95352,0.63228,1.13713,0.6213,1.06196,0.0014456,0.0014456,0.0014456
16,144.45,1.10345,0.58357,0.99069,0.93507,0.93996,0.95837,0.65078,1.06515,0.58498,1.02645,0.001406,0.001406,0.001406
17,152.906,1.08873,0.56645,0.98896,0.93487,0.92075,0.95121,0.64061,1.10168,0.62619,1.04923,0.0013664,0.0013664,0.0013664
18,161.682,1.06933,0.56042,0.98587,0.94515,0.92379,0.96305,0.6392,1.07145,0.59945,1.03285,0.0013268,0.0013268,0.0013268
19,170.71,1.09899,0.5671,0.99194,0.94027,0.91736,0.95246,0.63895,1.10328,0.62619,1.02555,0.0012872,0.0012872,0.0012872
20,179.767,1.08102,0.55567,0.99358,0.93984,0.91375,0.94764,0.63928,1.05626,0.6039,1.02379,0.0012476,0.0012476,0.0012476
21,188.392,1.0399,0.54216,0.97145,0.95063,0.91841,0.95459,0.6467,1.03231,0.56491,1.01639,0.001208,0.001208,0.001208
22,197.273,1.08251,0.54259,0.98378,0.92429,0.93706,0.94673,0.65543,1.06584,0.57909,1.02645,0.0011684,0.0011684,0.0011684
