epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
42,445.921,0.87992,0.43899,0.97114,0.9533,0.9654,0.97276,0.68084,1.05643,0.51577,1.05672,0.0011882,0.0011882,0.0011882
43,456.479,0.87705,0.4371,0.97832,0.93612,0.9654,0.97089,0.67472,1.02389,0.52011,1.02998,0.0011684,0.0011684,0.0011684
44,467.067,0.86407,0.44167,0.97049,0.95857,0.9606,0.97624,0.67992,1.02075,0.50505,1.01957,0.0011486,0.0011486,0.0011486
45,477.87,0.89189,0.43889,0.97147,0.97056,0.96949,0.98151,0.69216,1.01783,0.48445,1.02504,0.0011288,0.0011288,0.0011288
46,488.914,0.8746,0.4326,0.96489,0.95755,0.96713,0.9771,0.67968,1.036,0.49506,1.04244,0.001109,0.001109,0.001109
47,499.952,0.8776,0.4444,0.97079,0.94768,0.97149,0.96514,0.66432,1.03871,0.52073,1.05453,0.0010892,0.0010892,0.0010892
48,510.982,0.85756,0.43381,0.96511,0.97023,0.94983,0.97526,0.69757,1.01996,0.52706,1.0381,0.0010694,0.0010694,0.0010694
49,521.998,0.8544,0.42699,0.96689,0.97294,0.93253,0.97001,0.68987,1.0181,0.58614,1.04759,0.0010496,0.0010496,0.0010496
50,532.986,0.85521,0.42076,0.9667,0.95818,0.97405,0.97382,0.69396,0.97615,0.46533,1.00924,0.0010298,0.0010298,0.0010298
51,544.079,0.86242,0.42469,0.97036,0.95648,0.96367,0.97196,0.6803,0.99874,0.53416,1.0134,0.00101,0.00101,0.00101
52,555.242,0.85859,0.41913,0.97047,0.96454,0.96367,0.97673,0.69264,0.98828,0.48656,1.02117,0.0009902,0.0009902,0.0009902
53,566.254,0.85062,0.41932,0.95852,0.97048,0.96699,0.97824,0.69692,0.98743,0.46437,1.0101,0.0009704,0.0009704,0.0009704
54,576.932,0.85619,0.41507,0.96091,0.9696,0.96021,0.97573,0.69149,1.00596,0.48728,1.01285,0.0009506,0.0009506,0.0009506
55,587.489,0.82245,0.40979,0.96009,0.9671,0.96615,0.97826,0.68839,1.00045,0.49061,1.01769,0.0009308,0.0009308,0.0009308
56,598.002,0.83699,0.41743,0.97184,0.96425,0.97059,0.97629,0.69289,0.97464,0.45364,1.01634,0.000911,0.000911,0.000911
57,608.599,0.84724,0.41381,0.96009,0.96196,0.96255,0.97733,0.69193,0.97741,0.49714,0.99965,0.0008912,0.0008912,0.0008912
58,619.154,0.84817,0.40914,0.95868,0.96004,0.94983,0.96464,0.69491,0.98844,0.53015,1.0192,0.0008714,0.0008714,0.0008714
59,629.659,0.85175,0.40901,0.95893,0.9708,0.97775,0.98032,0.70224,0.96057,0.46428,0.98409,0.0008516,0.0008516,0.0008516
60,640.246,0.8153,0.40305,0.95124,0.96379,0.96691,0.97597,0.69089,0.9941,0.46538,1.01375,0.0008318,0.0008318,0.0008318
61,650.788,0.83975,0.40509,0.95116,0.9656,0.97136,0.9777,0.707,0.96474,0.46609,1.0055,0.000812,0.000812,0.000812
62,661.331,0.82781,0.40104,0.95066,0.93109,0.97232,0.96544,0.68482,0.99637,0.48791,1.02622,0.0007922,0.0007922,0.0007922
63,671.798,0.79865,0.39534,0.94063,0.96484,0.96713,0.97645,0.69364,0.97113,0.48347,1.00675,0.0007724,0.0007724,0.0007724
64,682.315,0.81515,0.39179,0.94599,0.96397,0.97204,0.97938,0.70437,0.97298,0.44709,1.0182,0.0007526,0.0007526,0.0007526
65,692.895,0.81797,0.39634,0.95317,0.95739,0.97187,0.97828,0.71437,0.95375,0.45446,0.99508,0.0007328,0.0007328,0.0007328
66,703.504,0.80185,0.39217,0.94425,0.96528,0.96194,0.97943,0.69519,0.99975,0.501,1.02071,0.000713,0.000713,0.000713
67,714.014,0.84278,0.39938,0.95888,0.96056,0.95156,0.96563,0.67597,1.00962,0.50816,1.03083,0.0006932,0.0006932,0.0006932
68,724.647,0.80924,0.38923,0.94377,0.96831,0.95159,0.9763,0.69897,0.98292,0.47976,1.02172,0.0006734,0.0006734,0.0006734
69,735.195,0.81987,0.39766,0.94879,0.96673,0.95848,0.9793,0.70539,0.97037,0.45396,1.00668,0.0006536,0.0006536,0.0006536
70,745.766,0.81539,0.39156,0.94596,0.97214,0.96578,0.97773,0.70878,0.96222,0.44496,1.00341,0.0006338,0.0006338,0.0006338
71,756.299,0.78825,0.37674,0.93904,0.97078,0.96021,0.9784,0.71274,0.95622,0.43407,0.99508,0.000614,0.000614,0.000614
72,766.821,0.83648,0.39043,0.9519,0.97546,0.96021,0.97756,0.711,0.97314,0.47913,0.99881,0.0005942,0.0005942,0.0005942
73,777.316,0.79672,0.38004,0.9416,0.96801,0.96886,0.9827,0.72811,0.94712,0.42373,0.98943,0.0005744,0.0005744,0.0005744
74,787.894,0.79982,0.38102,0.94786,0.96432,0.96194,0.98298,0.71873,0.97638,0.44606,1.01557,0.0005546,0.0005546,0.0005546
75,798.474,0.77781,0.37235,0.93258,0.96668,0.96713,0.98351,0.71775,0.94163,0.44237,0.99127,0.0005348,0.0005348,0.0005348
76,809.045,0.80507,0.37863,0.94534,0.96251,0.96021,0.97963,0.71544,0.95886,0.47074,0.99948,0.000515,0.000515,0.000515
77,819.717,0.78682,0.37492,0.93093,0.97267,0.97232,0.98069,0.71273,0.94376,0.42944,0.98256,0.0004952,0.0004952,0.0004952
78,830.308,0.8033,0.37617,0.95076,0.96369,0.96423,0.98493,0.70632,0.95429,0.43655,0.99738,0.0004754,0.0004754,0.0004754
79,840.934,0.7972,0.37576,0.95037,0.96558,0.9654,0.98083,0.71427,0.96791,0.45917,1.00793,0.0004556,0.0004556,0.0004556
80,851.472,0.80188,0.37523,0.94162,0.95847,0.9584,0.96986,0.69814,1.0005,0.5191,1.03691,0.0004358,0.0004358,0.0004358
81,862.036,0.80032,0.37458,0.9359,0.9618,0.96194,0.97822,0.70947,0.96831,0.46274,1.01781,0.000416,0.000416,0.000416
82,872.801,0.76874,0.36195,0.93728,0.96355,0.9654,0.97999,0.72074,0.94823,0.46293,1.00266,0.0003962,0.0003962,0.0003962
83,883.364,0.78157,0.36883,0.93341,0.96418,0.96713,0.98204,0.72551,0.94123,0.43849,0.98311,0.0003764,0.0003764,0.0003764
84,893.944,0.75784,0.35967,0.92699,0.97037,0.96308,0.98143,0.72052,0.96083,0.47075,1.01063,0.0003566,0.0003566,0.0003566
85,904.518,0.76497,0.35949,0.94193,0.9624,0.97059,0.98085,0.72633,0.94468,0.44514,0.99733,0.0003368,0.0003368,0.0003368
86,915.052,0.77124,0.35935,0.93209,0.96936,0.96367,0.98164,0.72076,0.96247,0.45507,0.999,0.000317,0.000317,0.000317
87,925.615,0.77838,0.35908,0.93665,0.96572,0.97466,0.9839,0.72295,0.96428,0.43299,1.00214,0.0002972,0.0002972,0.0002972
88,936.159,0.7564,0.3549,0.93264,0.97059,0.9706,0.98306,0.72318,0.96566,0.434,0.99948,0.0002774,0.0002774,0.0002774
