epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,518.716,0.87076,0.43935,0.95505,0.95894,0.96962,0.97629,0.6784,1.19505,0.54655,1.11395,0.0011684,0.0011684,0.0011684
44,530.516,0.87251,0.43546,0.95058,0.96067,0.96713,0.97565,0.68918,1.16227,0.59566,1.13229,0.0011486,0.0011486,0.0011486
45,542.243,0.85247,0.43089,0.94994,0.9539,0.95502,0.97379,0.69595,1.07791,0.66684,1.03473,0.0011288,0.0011288,0.0011288
46,554.017,0.87228,0.43301,0.95675,0.95749,0.96021,0.97629,0.68826,1.13804,0.58907,1.09843,0.001109,0.001109,0.001109
47,565.888,0.85627,0.42625,0.9453,0.94564,0.9631,0.96999,0.67711,1.16422,0.53277,1.11091,0.0010892,0.0010892,0.0010892
48,577.655,0.86239,0.42828,0.94954,0.95488,0.97578,0.9784,0.69457,1.15366,0.53341,1.07631,0.0010694,0.0010694,0.0010694
49,589.65,0.8394,0.41389,0.94535,0.96516,0.95845,0.97939,0.69934,1.11614,0.49479,1.07347,0.0010496,0.0010496,0.0010496
50,601.439,0.8448,0.42042,0.94706,0.96043,0.96578,0.97539,0.68427,1.10331,0.52326,1.05537,0.0010298,0.0010298,0.0010298
51,613.102,0.84248,0.41538,0.94138,0.96839,0.95675,0.97999,0.70603,1.11604,0.51036,1.04841,0.00101,0.00101,0.00101
52,624.794,0.85445,0.41686,0.94563,0.97798,0.9481,0.97702,0.69621,1.19217,0.59679,1.11944,0.0009902,0.0009902,0.0009902
53,636.628,0.844,0.41745,0.94606,0.96248,0.9654,0.97818,0.69515,1.14031,0.53148,1.05735,0.0009704,0.0009704,0.0009704
54,648.385,0.85195,0.41356,0.94454,0.94444,0.97058,0.97341,0.68815,1.18042,0.57404,1.14721,0.0009506,0.0009506,0.0009506
55,660.174,0.82875,0.41146,0.94189,0.96722,0.9698,0.9855,0.70063,1.13187,0.52359,1.08693,0.0009308,0.0009308,0.0009308
56,671.937,0.82356,0.40555,0.93872,0.96237,0.96367,0.9749,0.69597,1.13522,0.52245,1.10914,0.000911,0.000911,0.000911
57,683.694,0.82755,0.41019,0.93727,0.96619,0.9654,0.98011,0.70269,1.17961,0.52899,1.08111,0.0008912,0.0008912,0.0008912
58,695.477,0.82036,0.39707,0.93565,0.95568,0.97002,0.97419,0.6983,1.08412,0.52406,1.04535,0.0008714,0.0008714,0.0008714
59,707.432,0.82637,0.40686,0.9414,0.97203,0.97405,0.98216,0.70234,1.08018,0.50248,1.06369,0.0008516,0.0008516,0.0008516
60,719.347,0.82512,0.40403,0.93724,0.95902,0.96886,0.97843,0.7064,1.1226,0.49138,1.09047,0.0008318,0.0008318,0.0008318
61,731.236,0.8112,0.40191,0.93019,0.963,0.97232,0.9796,0.69546,1.11697,0.50319,1.06033,0.000812,0.000812,0.000812
62,743.064,0.79651,0.39614,0.93298,0.97183,0.95487,0.97693,0.70265,1.14483,0.50148,1.0866,0.0007922,0.0007922,0.0007922
63,754.931,0.79504,0.38748,0.92823,0.96212,0.9667,0.9757,0.6893,1.09156,0.49577,1.03597,0.0007724,0.0007724,0.0007724
64,766.76,0.8003,0.38979,0.92825,0.94416,0.96542,0.97066,0.69502,1.12417,0.52677,1.05821,0.0007526,0.0007526,0.0007526
65,778.534,0.77231,0.38225,0.92578,0.96884,0.96841,0.97938,0.71084,1.08066,0.50361,1.05576,0.0007328,0.0007328,0.0007328
66,790.41,0.79033,0.38256,0.93103,0.95664,0.95425,0.97378,0.70887,1.13686,0.54975,1.11302,0.000713,0.000713,0.000713
67,802.276,0.79865,0.38324,0.93034,0.96818,0.96194,0.97493,0.70057,1.07384,0.49359,1.03447,0.0006932,0.0006932,0.0006932
68,814.109,0.79769,0.38384,0.92693,0.96162,0.9654,0.9785,0.70794,1.11533,0.52947,1.07922,0.0006734,0.0006734,0.0006734
69,825.88,0.81103,0.37902,0.92375,0.95737,0.97145,0.97995,0.71597,1.0959,0.49381,1.06623,0.0006536,0.0006536,0.0006536
70,837.865,0.78586,0.37433,0.9295,0.96425,0.97232,0.98234,0.71665,1.11563,0.47903,1.08054,0.0006338,0.0006338,0.0006338
71,849.679,0.77021,0.36943,0.93215,0.96212,0.96684,0.97493,0.71051,1.08961,0.52126,1.05404,0.000614,0.000614,0.000614
72,861.458,0.77636,0.37524,0.91934,0.96692,0.96091,0.97697,0.70529,1.14331,0.54418,1.12288,0.0005942,0.0005942,0.0005942
73,873.225,0.78009,0.36966,0.92619,0.96225,0.97017,0.97946,0.70214,1.08835,0.53539,1.05862,0.0005744,0.0005744,0.0005744
74,885.123,0.77375,0.37532,0.92603,0.97019,0.96886,0.98285,0.70991,1.09262,0.51176,1.05594,0.0005546,0.0005546,0.0005546
75,896.986,0.77592,0.36949,0.92508,0.96405,0.97426,0.98597,0.71167,1.03662,0.46771,1.03414,0.0005348,0.0005348,0.0005348
76,908.71,0.76627,0.36427,0.91861,0.94235,0.96156,0.97339,0.70612,1.03339,0.55295,1.03554,0.000515,0.000515,0.000515
77,920.496,0.79292,0.37102,0.92712,0.96933,0.97059,0.98207,0.71389,0.97586,0.46453,1.01475,0.0004952,0.0004952,0.0004952
78,932.28,0.77782,0.36772,0.91789,0.96502,0.95458,0.97608,0.71373,1.08055,0.60464,1.06267,0.0004754,0.0004754,0.0004754
79,944.014,0.75271,0.36407,0.91713,0.94896,0.96509,0.97362,0.71192,1.09272,0.64416,1.05209,0.0004556,0.0004556,0.0004556
80,955.834,0.74741,0.35963,0.90948,0.96377,0.9654,0.98367,0.72786,1.0075,0.52186,1.00071,0.0004358,0.0004358,0.0004358
81,967.655,0.77457,0.3614,0.91614,0.96667,0.95347,0.97873,0.72438,1.00807,0.53483,1.00934,0.000416,0.000416,0.000416
82,979.327,0.76202,0.35805,0.91589,0.95696,0.96175,0.97799,0.71828,1.02082,0.52049,1.01809,0.0003962,0.0003962,0.0003962
83,990.999,0.74638,0.35449,0.91264,0.96364,0.963,0.97878,0.72361,1.01554,0.51413,1.02225,0.0003764,0.0003764,0.0003764
