epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
34,336.775,0.97613,0.47979,0.9576,0.93114,0.95338,0.96599,0.69004,0.99723,0.51709,1.03719,0.0006932,0.0006932,0.0006932
35,346.609,1.00652,0.48494,0.95635,0.94156,0.94872,0.97217,0.68737,0.97545,0.50593,1.01849,0.0006536,0.0006536,0.0006536
36,356.574,0.97061,0.47682,0.95545,0.94296,0.94639,0.96874,0.68423,0.97897,0.54601,1.02658,0.000614,0.000614,0.000614
37,366.61,0.96398,0.45693,0.95115,0.94435,0.94872,0.97376,0.70586,0.95769,0.53641,1.00824,0.0005744,0.0005744,0.0005744
38,376.642,0.96592,0.46239,0.95874,0.95727,0.93939,0.97296,0.68532,0.9915,0.50316,1.02936,0.0005348,0.0005348,0.0005348
39,386.403,0.96821,0.4664,0.95504,0.94518,0.95338,0.97106,0.70457,0.97027,0.53075,1.02153,0.0004952,0.0004952,0.0004952
40,396.294,0.95198,0.45001,0.95214,0.95124,0.95506,0.97539,0.69794,0.9658,0.52956,1.02481,0.0004556,0.0004556,0.0004556
41,418.691,0.97373,0.43782,0.94508,0.94705,0.95895,0.97415,0.69598,0.98497,0.49048,1.03063,0.000416,0.000416,0.000416
42,428.382,0.98126,0.44803,0.94912,0.94872,0.95338,0.97169,0.70271,0.9774,0.52594,1.02678,0.0003764,0.0003764,0.0003764
43,438.34,0.97661,0.43276,0.94992,0.94551,0.94639,0.9637,0.68562,1.0024,0.54793,1.03401,0.0003368,0.0003368,0.0003368
44,448.1,0.96245,0.42843,0.94875,0.94881,0.93939,0.96238,0.69406,0.9715,0.52835,1.00975,0.0002972,0.0002972,0.0002972
45,457.865,0.95903,0.42808,0.94051,0.94267,0.94872,0.96405,0.70643,0.9605,0.52062,0.99883,0.0002576,0.0002576,0.0002576
46,467.48,0.951,0.42043,0.94815,0.94219,0.94977,0.96393,0.70438,0.95664,0.53732,1.00065,0.000218,0.000218,0.000218
47,477.415,0.94132,0.41617,0.94593,0.93802,0.94639,0.96576,0.71326,0.93601,0.49409,0.992,0.0001784,0.0001784,0.0001784
48,487.158,0.93925,0.41313,0.94268,0.94846,0.94363,0.96861,0.71496,0.93152,0.50051,1.00286,0.0001388,0.0001388,0.0001388
49,497.078,0.91486,0.40566,0.93321,0.94881,0.95056,0.96865,0.71148,0.93566,0.4986,0.99985,9.92e-05,9.92e-05,9.92e-05
50,506.943,0.91861,0.40159,0.93574,0.949,0.95421,0.97021,0.71483,0.92514,0.49642,0.9974,5.96e-05,5.96e-05,5.96e-05
