epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,8.76518,1.10736,2.2287,1.04317,0.00489,0.87024,0.24692,0.17287,1.19298,3.05498,1.07051,0.00048,0.00048,0.00048
2,16.4364,1.12691,1.14196,1.03877,0.92862,0.06401,0.14801,0.09734,1.23985,2.94729,1.18359,0.000970298,0.000970298,0.000970298
3,23.8763,1.10931,1.01786,1.03103,0.93789,0.02613,0.15011,0.09149,1.51708,3.14044,1.3542,0.0014507,0.0014507,0.0014507
4,31.3279,1.128,0.93379,1.04394,0.22687,0.39965,0.17781,0.09947,1.45948,3.83247,1.52805,0.00192119,0.00192119,0.00192119
5,38.7257,1.1654,0.84267,1.05678,0.55856,0.65571,0.59952,0.34433,1.42583,1.51356,1.33832,0.0019208,0.0019208,0.0019208
6,46.193,1.10226,0.7527,1.03407,0.08599,0.04844,0.0208,0.01238,2.52186,9.16351,2.70451,0.001901,0.001901,0.001901
7,53.6188,1.09624,0.70424,1.03499,0.15633,0.62803,0.13282,0.06921,1.69559,6.40371,1.73444,0.0018812,0.0018812,0.0018812
8,61.0367,1.09683,0.68091,1.04119,0.82431,0.82798,0.88409,0.51021,1.30732,1.24476,1.27034,0.0018614,0.0018614,0.0018614
9,68.4554,1.06633,0.64399,1.02453,0.72739,0.75247,0.74849,0.42797,1.34683,1.20235,1.24983,0.0018416,0.0018416,0.0018416
10,76.214,1.04075,0.61661,1.00779,0.92309,0.8391,0.91849,0.56146,1.28196,0.95974,1.18883,0.0018218,0.0018218,0.0018218
11,83.9868,1.03106,0.5972,1.00558,0.89202,0.87179,0.91142,0.57297,1.30078,1.04267,1.28198,0.001802,0.001802,0.001802
12,91.7617,1.03609,0.58345,1.00319,0.91004,0.92765,0.95445,0.60474,1.18079,0.81173,1.18123,0.0017822,0.0017822,0.0017822
13,99.3748,1.01485,0.57097,1.00085,0.91598,0.9083,0.94433,0.60855,1.13137,0.78177,1.12361,0.0017624,0.0017624,0.0017624
14,106.976,0.99567,0.55351,0.98947,0.88143,0.93253,0.94055,0.58847,1.14617,0.78673,1.14685,0.0017426,0.0017426,0.0017426
15,114.536,0.98656,0.54672,0.99039,0.87475,0.93043,0.93829,0.60617,1.14273,0.81585,1.16341,0.0017228,0.0017228,0.0017228
16,122.107,1.00404,0.55366,1.01119,0.92414,0.92735,0.95115,0.60717,1.13506,0.65518,1.1566,0.001703,0.001703,0.001703
17,129.892,0.97033,0.53621,0.98138,0.93065,0.90545,0.95219,0.60914,1.13311,0.68665,1.13092,0.0016832,0.0016832,0.0016832
18,137.372,0.98483,0.52943,0.9888,0.86478,0.8391,0.88725,0.58131,1.17736,1.35593,1.1812,0.0016634,0.0016634,0.0016634
19,144.735,0.97504,0.52902,0.98171,0.92067,0.86159,0.91072,0.58833,1.23979,0.87979,1.16724,0.0016436,0.0016436,0.0016436
20,152.128,0.92987,0.51311,0.97442,0.91564,0.93892,0.95648,0.63054,1.05057,0.58219,1.0826,0.0016238,0.0016238,0.0016238
